,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,sot%,g/sh,g/sot,dist,pk,pkatt,g-xg,np:g-xg,sca,gca,att 3rd,att pen,att,succ,succ%,prgc,1/3,cpa,year,team
0,2019-03-21,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,2,0,hu Hungary,,,56.0,14235.0,Marek Hamšík,4-2-3-1,Vladislav Bezborodov,Match Report,,11.0,7.0,63.6,0.18,0.29,,0,0,,,,,,,,,,,,,2021,Slovakia
1,2019-03-24,14:00,UEFA Euro Qualifying,Group stage,Sun,Away,L,0,1,wls Wales,,,58.0,31617.0,Marek Hamšík,4-3-3,Felix Zwayer,Match Report,,13.0,4.0,30.8,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Slovakia
2,2019-06-11,20:00,UEFA Euro Qualifying,Group stage,Tue,Away,W,5,1,az Azerbaijan,,,63.0,8200.0,Marek Hamšík,4-3-3,John Beaton,Match Report,,21.0,10.0,47.6,0.24,0.5,,0,0,,,,,,,,,,,,,2021,Slovakia
3,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,L,0,4,hr Croatia,,,49.0,18098.0,Marek Hamšík,4-3-3,Felix Brych,Match Report,,9.0,5.0,55.6,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Slovakia
4,2019-09-09,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,2,1,hu Hungary,,,51.0,21700.0,Marek Hamšík,4-3-3,Antonio Matéu Lahoz,Match Report,,14.0,5.0,35.7,0.14,0.4,,0,0,,,,,,,,,,,,,2021,Slovakia
5,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,D,1,1,wls Wales,,,70.0,18071.0,Marek Hamšík,4-3-3,Carlos del Cerro,Match Report,,13.0,4.0,30.8,0.08,0.25,,0,0,,,,,,,,,,,,,2021,Slovakia
6,2019-11-16,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,L,1,3,hr Croatia,,,33.0,8212.0,Marek Hamšík,4-3-3,Clément Turpin,Match Report,,6.0,3.0,50.0,0.17,0.33,,0,0,,,,,,,,,,,,,2021,Slovakia
7,2019-11-19,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2,0,az Azerbaijan,,,65.0,7825.0,Marek Hamšík,4-3-3,Sergiy Boyko,Match Report,,16.0,8.0,50.0,0.13,0.25,,0,0,,,,,,,,,,,,,2021,Slovakia
8,2020-10-08,20:45,UEFA Euro Qualifying,Semi-finals,Thu,Home,D,0 (4),0 (2),ie Rep. of Ireland,,,54.0,,Marek Hamšík,4-3-3,Clément Turpin,Match Report,Slovakia won on penalty kicks following extra time,12.0,3.0,25.0,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Slovakia
9,2020-11-12,19:45,UEFA Euro Qualifying,Finals,Thu,Away,W,2,1,nir Northern Ireland,,,54.0,,Marek Hamšík,4-1-4-1,Felix Brych,Match Report,Required Extra Time,8.0,3.0,37.5,0.25,0.67,,0,0,,,,,,,,,,,,,2021,Slovakia
10,2021-06-01,18:00,Friendlies (M),Friendlies (M),Tue,Home,D,1,1,bg Bulgaria,,,,,Peter Pekarík,4-2-3-1,Walter Altmann,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Slovakia
11,2021-06-06,17:30,Friendlies (M),Friendlies (M),Sun,Away,D,0,0,at Austria,,,,,Juraj Kucka,4-2-3-1,Urs Schnyder,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Slovakia
12,2021-06-14,17:00,UEFA Euro,Group stage,Mon,Neutral,W,2,1,pl Poland,0.4,1.4,42.0,12862.0,Marek Hamšík,4-2-3-1,Ovidiu Hațegan,Match Report,,11.0,2.0,18.2,0.09,0.5,21.7,0,0,0.6,0.6,18.0,2.0,63.0,15.0,19.0,9.0,47.4,18.0,8.0,6.0,2021,Slovakia
13,2021-06-18,14:00,UEFA Euro,Group stage,Fri,Neutral,L,0,1,se Sweden,0.5,1.7,58.0,11525.0,Marek Hamšík,4-2-3-1,Daniel Siebert,Match Report,,10.0,0.0,0.0,0.0,,17.8,0,0,-0.5,-0.5,18.0,0.0,127.0,24.0,17.0,9.0,52.9,12.0,13.0,3.0,2021,Slovakia
14,2021-06-23,18:00,UEFA Euro,Group stage,Wed,Neutral,L,0,5,es Spain,0.1,3.4,35.0,11204.0,Marek Hamšík,4-2-3-1,Björn Kuipers,Match Report,,3.0,0.0,0.0,0.0,,25.1,0,0,-0.1,-0.1,6.0,0.0,32.0,1.0,9.0,2.0,22.2,5.0,3.0,0.0,2021,Slovakia
0,2019-03-23,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,1,no Norway,,,75.0,39752.0,Sergio Ramos,4-3-3,Andris Treimanis,Match Report,,26.0,11.0,42.3,0.04,0.09,,1,1,,,,,,,,,,,,,2021,Spain
1,2019-03-26,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,2,0,mt Malta,,,84.0,16542.0,Sergio Ramos,4-3-3,Andrew Dallas,Match Report,,24.0,7.0,29.2,0.08,0.29,,0,0,,,,,,,,,,,,,2021,Spain
2,2019-06-07,19:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,4,1,fo Faroe Islands,,,77.0,3226.0,Sergio Ramos,4-3-3,Enea Jorgji,Match Report,,22.0,12.0,54.5,0.14,0.25,,0,0,,,,,,,,,,,,,2021,Spain
3,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,3,0,se Sweden,,,74.0,72205.0,Sergio Ramos,4-3-3,William Collum,Match Report,,23.0,7.0,30.4,0.04,0.14,,2,2,,,,,,,,,,,,,2021,Spain
4,2019-09-05,21:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,2,1,ro Romania,,,74.0,50024.0,Sergio Ramos,4-3-3,Deniz Aytekin,Match Report,,21.0,10.0,47.6,0.05,0.1,,1,1,,,,,,,,,,,,,2021,Spain
5,2019-09-08,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,4,0,fo Faroe Islands,,,71.0,23644.0,Sergio Ramos,4-3-3,Krzysztof Jakubik,Match Report,,30.0,9.0,30.0,0.13,0.44,,0,0,,,,,,,,,,,,,2021,Spain
6,2019-10-12,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,D,1,1,no Norway,,,62.0,25200.0,Sergio Ramos,4-3-3,Michael Oliver,Match Report,,12.0,3.0,25.0,0.08,0.33,,0,0,,,,,,,,,,,,,2021,Spain
7,2019-10-15,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,D,1,1,se Sweden,,,75.0,49712.0,Raúl Albiol,4-4-2◆,Clément Turpin,Match Report,,15.0,6.0,40.0,0.07,0.17,,0,0,,,,,,,,,,,,,2021,Spain
8,2019-11-15,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,7,0,mt Malta,,,80.0,19773.0,Sergio Ramos,4-3-3,Viktor Kassai,Match Report,,32.0,15.0,46.9,0.22,0.47,,0,0,,,,,,,,,,,,,2021,Spain
9,2019-11-18,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,5,0,ro Romania,,,74.0,36198.0,Sergio Ramos,4-3-3,Aliaksei Kulbakou,Match Report,,21.0,6.0,28.6,0.19,0.67,,0,0,,,,,,,,,,,,,2021,Spain
10,2021-06-04,19:30,Friendlies (M),Friendlies (M),Fri,Home,D,0,0,pt Portugal,,,,,Sergio Busquets,4-1-4-1,Craig Pawson,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Spain
11,2021-06-08,20:45,Friendlies (M),Friendlies (M),Tue,Home,W,4,0,lt Lithuania,,,,,Marc Cucurella,4-1-4-1,Willy Delajod,Match Report,,,,,,,,0,1,,,,,,,,,,,,,2021,Spain
12,2021-06-14,21:00,UEFA Euro,Group stage,Mon,Neutral,D,0,0,se Sweden,2.3,1.2,84.0,10559.0,Jordi Alba,4-3-3,Slavko Vinčič,Match Report,,17.0,5.0,29.4,0.0,0.0,17.6,0,0,-2.3,-2.3,29.0,0.0,366.0,33.0,9.0,6.0,66.7,42.0,39.0,5.0,2021,Spain
13,2021-06-19,21:00,UEFA Euro,Group stage,Sat,Neutral,D,1,1,pl Poland,2.9,1.3,76.0,11742.0,Jordi Alba,4-3-3,Daniele Orsato,Match Report,,11.0,5.0,45.5,0.09,0.2,17.2,0,1,-1.9,-1.1,19.0,1.0,303.0,30.0,13.0,4.0,30.8,25.0,35.0,1.0,2021,Spain
14,2021-06-23,18:00,UEFA Euro,Group stage,Wed,Neutral,W,5,0,sk Slovakia,3.4,0.1,65.0,11204.0,Sergio Busquets,4-3-3,Björn Kuipers,Match Report,,18.0,8.0,44.4,0.17,0.38,14.7,0,1,-0.4,0.4,31.0,6.0,223.0,38.0,10.0,7.0,70.0,14.0,22.0,6.0,2021,Spain
15,2021-06-28,18:00,UEFA Euro,Round of 16,Mon,Neutral,W,5,3,hr Croatia,3.6,3.2,66.0,22771.0,Sergio Busquets,4-3-3,Cüneyt Çakιr,Match Report,Required Extra Time,23.0,10.0,43.5,0.22,0.5,15.2,0,0,1.4,1.4,44.0,9.0,226.0,45.0,18.0,11.0,61.1,33.0,23.0,14.0,2021,Spain
16,2021-07-02,19:00,UEFA Euro,Quarter-finals,Fri,Away,D,1 (3),1 (1),ch Switzerland,2.9,0.8,72.0,24764.0,Sergio Busquets,4-3-3,Michael Oliver,Match Report,Spain won on penalty kicks following extra time,28.0,10.0,35.7,0.0,0.0,14.7,0,0,-2.9,-2.9,54.0,0.0,368.0,50.0,18.0,5.0,27.8,31.0,33.0,6.0,2021,Spain
17,2021-07-06,20:00,UEFA Euro,Semi-finals,Tue,Away,D,1 (2),1 (4),it Italy,1.5,0.8,69.0,57811.0,Sergio Busquets,4-3-3,Felix Brych,Match Report,Italy won on penalty kicks following extra time,16.0,4.0,25.0,0.06,0.25,20.8,0,0,-0.5,-0.5,29.0,2.0,253.0,21.0,8.0,6.0,75.0,26.0,33.0,5.0,2021,Spain
0,2019-03-23,18:00,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,1,ro Romania,,,50.0,30115.0,Andreas Granqvist,4-4-2,Michael Oliver,Match Report,,17.0,6.0,35.3,0.12,0.33,,0,0,,,,,,,,,,,,,2021,Sweden
1,2019-03-26,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,D,3,3,no Norway,,,61.0,23459.0,Andreas Granqvist,4-2-2-2,Gianluca Rocchi,Match Report,,20.0,10.0,50.0,0.1,0.2,,0,1,,,,,,,,,,,,,2021,Sweden
2,2019-06-07,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,3,0,mt Malta,,,64.0,26421.0,Albin Ekdal,4-4-1-1,Robert Harvey,Match Report,,26.0,14.0,53.8,0.12,0.21,,0,0,,,,,,,,,,,,,2021,Sweden
3,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,L,0,3,es Spain,,,26.0,72205.0,Albin Ekdal,4-4-2,William Collum,Match Report,,5.0,1.0,20.0,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Sweden
4,2019-09-05,19:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,4,0,fo Faroe Islands,,,60.0,3108.0,Andreas Granqvist,4-4-2,Tiago Martins,Match Report,,12.0,8.0,66.7,0.33,0.5,,0,0,,,,,,,,,,,,,2021,Sweden
5,2019-09-08,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,D,1,1,no Norway,,,54.0,38372.0,Andreas Granqvist,4-4-2,Slavko Vinčič,Match Report,,5.0,1.0,20.0,0.2,1.0,,0,0,,,,,,,,,,,,,2021,Sweden
6,2019-10-12,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,W,4,0,mt Malta,,,60.0,10702.0,Andreas Granqvist,4-4-2,Sergey Ivanov,Match Report,,21.0,9.0,42.9,0.05,0.11,,2,2,,,,,,,,,,,,,2021,Sweden
7,2019-10-15,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,D,1,1,es Spain,,,25.0,49712.0,Andreas Granqvist,4-4-2,Clément Turpin,Match Report,,11.0,7.0,63.6,0.09,0.14,,0,0,,,,,,,,,,,,,2021,Sweden
8,2019-11-15,21:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,2,0,ro Romania,,,47.0,49678.0,Andreas Granqvist,4-4-2,Daniele Orsato,Match Report,,10.0,3.0,30.0,0.2,0.67,,0,0,,,,,,,,,,,,,2021,Sweden
9,2019-11-18,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,3,0,fo Faroe Islands,,,65.0,19737.0,Pontus Jansson,4-4-2,Matej Jug,Match Report,,20.0,9.0,45.0,0.15,0.33,,0,0,,,,,,,,,,,,,2021,Sweden
10,2021-03-31,17:45,Friendlies (M),Friendlies (M),Wed,Home,W,1,0,ee Estonia,,,,,Marcus Berg,4-2-2-2,Marco Fritz,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Sweden
11,2021-05-29,18:00,Friendlies (M),Friendlies (M),Sat,Home,W,2,0,fi Finland,,,,,Sebastian Larsson,4-2-2-2,Jakob Kehlet,Match Report,,,,,,,,1,1,,,,,,,,,,,,,2021,Sweden
12,2021-06-05,20:45,Friendlies (M),Friendlies (M),Sat,Home,W,3,1,am Armenia,,,,,Sebastian Larsson,4-2-2-2,Mattias Gestranius,Match Report,,,,,,,,0,1,,,,,,,,,,,,,2021,Sweden
13,2021-06-14,21:00,UEFA Euro,Group stage,Mon,Neutral,D,0,0,es Spain,1.2,2.3,16.0,10559.0,Sebastian Larsson,4-4-2,Slavko Vinčič,Match Report,,4.0,0.0,0.0,0.0,,15.7,0,0,-1.2,-1.2,6.0,0.0,36.0,5.0,8.0,3.0,37.5,1.0,2.0,1.0,2021,Sweden
14,2021-06-18,14:00,UEFA Euro,Group stage,Fri,Neutral,W,1,0,sk Slovakia,1.7,0.5,42.0,11525.0,Sebastian Larsson,4-4-2,Daniel Siebert,Match Report,,12.0,3.0,25.0,0.0,0.0,18.7,1,1,-0.7,-0.9,22.0,2.0,154.0,21.0,18.0,14.0,77.8,15.0,12.0,2.0,2021,Sweden
15,2021-06-23,17:00,UEFA Euro,Group stage,Wed,Neutral,W,3,2,pl Poland,1.1,1.9,34.0,14252.0,Sebastian Larsson,4-4-2,Michael Oliver,Match Report,,11.0,4.0,36.4,0.27,0.75,19.2,0,0,1.9,1.9,16.0,6.0,115.0,23.0,9.0,6.0,66.7,7.0,11.0,7.0,2021,Sweden
16,2021-06-29,20:00,UEFA Euro,Round of 16,Tue,Neutral,L,1,2,ua Ukraine,1.2,1.8,46.0,9221.0,Sebastian Larsson,4-4-2,Daniele Orsato,Match Report,Required Extra Time,13.0,3.0,23.1,0.08,0.33,17.8,0,0,-0.2,-0.2,21.0,2.0,208.0,25.0,12.0,10.0,83.3,22.0,22.0,5.0,2021,Sweden
17,2021-09-05,15:00,Friendlies (M),Friendlies (M),Sun,Home,W,2,1,uz Uzbekistan,,,,,Marcus Danielsson,4-2-2-2,Kai Erik Steen,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Sweden
0,2019-03-21,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,L,0,2,sk Slovakia,,,44.0,14235.0,Ádám Szalai,4-2-3-1,Vladislav Bezborodov,Match Report,,16.0,5.0,31.3,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Hungary
1,2019-03-24,18:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,2,1,hr Croatia,,,36.0,19400.0,Balázs Dzsudzsák,4-2-3-1,William Collum,Match Report,,12.0,8.0,66.7,0.17,0.25,,0,0,,,,,,,,,,,,,2021,Hungary
2,2019-06-08,20:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,3,1,az Azerbaijan,,,46.0,10450.0,Balázs Dzsudzsák,4-2-3-1,Kevin Blom,Match Report,,15.0,7.0,46.7,0.2,0.43,,0,0,,,,,,,,,,,,,2021,Hungary
3,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,1,0,wls Wales,,,54.0,18350.0,Balázs Dzsudzsák,4-2-3-1,Matej Jug,Match Report,,11.0,3.0,27.3,0.09,0.33,,0,0,,,,,,,,,,,,,2021,Hungary
4,2019-09-09,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,L,1,2,sk Slovakia,,,49.0,21700.0,Balázs Dzsudzsák,4-2-3-1,Antonio Matéu Lahoz,Match Report,,18.0,7.0,38.9,0.06,0.14,,0,0,,,,,,,,,,,,,2021,Hungary
5,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,L,0,3,hr Croatia,,,32.0,32110.0,Balázs Dzsudzsák,4-5-1,Daniele Orsato,Match Report,,5.0,1.0,20.0,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Hungary
6,2019-10-13,18:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,1,0,az Azerbaijan,,,52.0,11300.0,Balázs Dzsudzsák,4-2-3-1,Dennis Higler,Match Report,,23.0,6.0,26.1,0.04,0.17,,0,0,,,,,,,,,,,,,2021,Hungary
7,2019-11-19,19:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0,2,wls Wales,,,59.0,31762.0,Balázs Dzsudzsák,4-2-3-1,Ovidiu Hațegan,Match Report,,5.0,2.0,40.0,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Hungary
8,2020-10-08,21:45,UEFA Euro Qualifying,Semi-finals,Thu,Away,W,3,1,bg Bulgaria,,,53.0,1929.0,Ádám Szalai,3-4-3,Szymon Marciniak,Match Report,,9.0,4.0,44.4,0.33,0.75,,0,0,,,,,,,,,,,,,2021,Hungary
9,2020-11-12,20:45,UEFA Euro Qualifying,Finals,Thu,Home,W,2,1,is Iceland,,,73.0,,Ádám Szalai,3-5-2,Björn Kuipers,Match Report,,17.0,7.0,41.2,0.12,0.29,,0,0,,,,,,,,,,,,,2021,Hungary
10,2021-06-04,20:00,Friendlies (M),Friendlies (M),Fri,Home,W,1,0,cy Cyprus,,,,,Péter Gulácsi,,Matej Jug,Match Report,,,,,,,,0,1,,,,,,,,,,,,,2021,Hungary
11,2021-06-08,20:00,Friendlies (M),Friendlies (M),Tue,Home,D,0,0,ie Rep. of Ireland,,,,,Ádám Szalai,3-5-2,Daniel Stefański,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Hungary
12,2021-06-15,18:00,UEFA Euro,Group stage,Tue,Neutral,L,0,3,pt Portugal,0.2,2.5,31.0,55662.0,Ádám Szalai,3-5-2,Cüneyt Çakιr,Match Report,,5.0,3.0,60.0,0.0,0.0,23.4,0,0,-0.2,-0.2,8.0,0.0,55.0,9.0,25.0,14.0,56.0,6.0,3.0,0.0,2021,Hungary
13,2021-06-19,15:00,UEFA Euro,Group stage,Sat,Neutral,D,1,1,fr France,0.4,2.0,34.0,55998.0,Ádám Szalai,3-5-2,Michael Oliver,Match Report,,5.0,3.0,60.0,0.2,0.33,23.9,0,0,0.6,0.6,10.0,2.0,44.0,4.0,13.0,5.0,38.5,8.0,6.0,0.0,2021,Hungary
14,2021-06-23,21:00,UEFA Euro,Group stage,Wed,Neutral,D,2,2,de Germany,0.8,2.2,25.0,12413.0,Ádám Szalai,5-3-2,Sergey Karasev,Match Report,,9.0,4.0,44.4,0.22,0.5,23.1,0,0,1.2,1.2,13.0,4.0,47.0,6.0,7.0,3.0,42.9,7.0,5.0,1.0,2021,Hungary
0,2019-03-22,19:45,UEFA Euro Qualifying,Group stage,Fri,Home,D,0,0,ua Ukraine,,,59.0,58355.0,Cristiano Ronaldo,4-1-4-1,Clément Turpin,Match Report,,18.0,7.0,38.9,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Portugal
1,2019-03-25,19:45,UEFA Euro Qualifying,Group stage,Mon,Home,D,1,1,rs Serbia,,,70.0,50342.0,Cristiano Ronaldo,4-3-3,Szymon Marciniak,Match Report,,28.0,6.0,21.4,0.04,0.17,,0,0,,,,,,,,,,,,,2021,Portugal
2,2019-09-07,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,W,4,2,rs Serbia,,,56.0,39839.0,Cristiano Ronaldo,4-3-3,Cüneyt Çakιr,Match Report,,14.0,4.0,28.6,0.29,1.0,,0,0,,,,,,,,,,,,,2021,Portugal
3,2019-09-10,21:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,5,1,lt Lithuania,,,66.0,5067.0,Cristiano Ronaldo,4-3-3,Scott Parker,Match Report,,29.0,14.0,48.3,0.14,0.29,,1,1,,,,,,,,,,,,,2021,Portugal
4,2019-10-11,19:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,3,0,lu Luxembourg,,,61.0,47305.0,Cristiano Ronaldo,4-3-3,Daniel Stefański,Match Report,,22.0,10.0,45.5,0.14,0.3,,0,0,,,,,,,,,,,,,2021,Portugal
5,2019-10-14,21:45,UEFA Euro Qualifying,Group stage,Mon,Away,L,1,2,ua Ukraine,,,59.0,65883.0,Cristiano Ronaldo,4-1-4-1,Anthony Taylor,Match Report,,24.0,10.0,41.7,0.0,0.0,,1,1,,,,,,,,,,,,,2021,Portugal
6,2019-11-14,19:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,6,0,lt Lithuania,,,71.0,18534.0,Cristiano Ronaldo,4-2-3-1,Ruddy Buquet,Match Report,,32.0,13.0,40.6,0.16,0.38,,1,1,,,,,,,,,,,,,2021,Portugal
7,2019-11-17,15:00,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,0,lu Luxembourg,,,62.0,8000.0,Rúben Dias,4-1-4-1,Jesús Gil,Match Report,,12.0,4.0,33.3,0.17,0.5,,0,0,,,,,,,,,,,,,2021,Portugal
8,2021-06-04,19:30,Friendlies (M),Friendlies (M),Fri,Away,D,0,0,es Spain,,,,,Cristiano Ronaldo,4-1-4-1,Craig Pawson,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Portugal
9,2021-06-09,19:45,Friendlies (M),Friendlies (M),Wed,Home,W,4,0,il Israel,,,,,Cristiano Ronaldo,4-1-4-1,Jérémie Pignard,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Portugal
10,2021-06-15,18:00,UEFA Euro,Group stage,Tue,Neutral,W,3,0,hu Hungary,2.5,0.2,69.0,55662.0,Cristiano Ronaldo,4-2-3-1,Cüneyt Çakιr,Match Report,,10.0,6.0,60.0,0.2,0.33,15.2,1,1,0.5,0.3,21.0,6.0,273.0,29.0,18.0,7.0,38.9,29.0,21.0,3.0,2021,Portugal
11,2021-06-19,18:00,UEFA Euro,Group stage,Sat,Neutral,L,2,4,de Germany,2.0,2.6,43.0,12926.0,Cristiano Ronaldo,4-1-4-1,Anthony Taylor,Match Report,,7.0,2.0,28.6,0.29,1.0,15.8,0,0,0.0,0.0,13.0,4.0,121.0,19.0,12.0,6.0,50.0,8.0,10.0,3.0,2021,Portugal
12,2021-06-23,21:00,UEFA Euro,Group stage,Wed,Neutral,D,2,2,fr France,1.9,1.9,48.0,54886.0,Cristiano Ronaldo,4-1-4-1,Antonio Matéu Lahoz,Match Report,,8.0,3.0,37.5,0.0,0.0,24.0,2,2,0.1,-0.6,18.0,3.0,112.0,11.0,16.0,9.0,56.3,15.0,12.0,2.0,2021,Portugal
13,2021-06-27,21:00,UEFA Euro,Round of 16,Sun,Neutral,L,0,1,be Belgium,1.4,0.2,57.0,11504.0,Cristiano Ronaldo,4-3-3,Felix Brych,Match Report,,23.0,4.0,17.4,0.0,0.0,21.1,0,0,-1.4,-1.4,43.0,0.0,234.0,24.0,21.0,13.0,61.9,21.0,18.0,5.0,2021,Portugal
14,2021-09-04,18:45,Friendlies (M),Friendlies (M),Sat,Away,W,3,1,qa Qatar,,,,,João Moutinho,4-1-4-1,Gergő Bogár,Match Report,,,,,,,,1,1,,,,,,,,,,,,,2021,Portugal
15,2021-10-09,20:15,Friendlies (M),Friendlies (M),Sat,Home,W,3,0,qa Qatar,,,,,Cristiano Ronaldo,4-1-4-1,Fedayi San,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Portugal
0,2019-03-22,21:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,4,1,md Moldova,,,67.0,10042.0,Hugo Lloris,4-5-1,Aleksandar Stavrev,Match Report,,17.0,10.0,58.8,0.24,0.4,,0,0,,,,,,,,,,,,,2021,France
1,2019-03-25,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,4,0,is Iceland,,,75.0,64538.0,Hugo Lloris,4-2-3-1,István Kovács,Match Report,,15.0,5.0,33.3,0.27,0.8,,0,0,,,,,,,,,,,,,2021,France
2,2019-06-08,21:45,UEFA Euro Qualifying,Group stage,Sat,Away,L,0,2,tr Türkiye,,,63.0,36783.0,Hugo Lloris,4-3-3,Damir Skomina,Match Report,,4.0,0.0,0.0,0.0,,,0,0,,,,,,,,,,,,,2021,France
3,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,4,0,ad Andorra,,,86.0,3187.0,Hugo Lloris,4-2-3-1,Fran Jović,Match Report,,21.0,10.0,47.6,0.19,0.4,,0,0,,,,,,,,,,,,,2021,France
4,2019-09-07,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,4,1,al Albania,,,72.0,77655.0,Hugo Lloris,4-2-3-1,Jesús Gil,Match Report,,13.0,5.0,38.5,0.31,0.8,,0,1,,,,,,,,,,,,,2021,France
5,2019-09-10,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3,0,ad Andorra,,,84.0,55383.0,Hugo Lloris,4-2-3-1,Mykola Balakin,Match Report,,31.0,12.0,38.7,0.1,0.25,,0,1,,,,,,,,,,,,,2021,France
6,2019-10-11,18:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,1,0,is Iceland,,,71.0,9719.0,Raphaël Varane,4-3-3,Gianluca Rocchi,Match Report,,22.0,6.0,27.3,0.0,0.0,,1,1,,,,,,,,,,,,,2021,France
7,2019-10-14,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,D,1,1,tr Türkiye,,,64.0,72154.0,Raphaël Varane,4-2-3-1,Felix Brych,Match Report,,23.0,9.0,39.1,0.04,0.11,,0,0,,,,,,,,,,,,,2021,France
8,2019-11-14,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,2,1,md Moldova,,,77.0,64367.0,Raphaël Varane,4-2-3-1,Gediminas Mažeika,Match Report,,17.0,5.0,29.4,0.06,0.2,,1,1,,,,,,,,,,,,,2021,France
9,2019-11-17,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,0,al Albania,,,57.0,19228.0,Raphaël Varane,3-4-1-2,Slavko Vinčič,Match Report,,9.0,5.0,55.6,0.22,0.4,,0,0,,,,,,,,,,,,,2021,France
10,2021-06-02,21:05,Friendlies (M),Friendlies (M),Wed,Home,W,3,0,wls Wales,,,,,Hugo Lloris,4-1-4-1,Luís Godinho,Match Report,,,,,,,,0,1,,,,,,,,,,,,,2021,France
11,2021-06-08,21:10,Friendlies (M),Friendlies (M),Tue,Home,W,3,0,bg Bulgaria,,,,,Hugo Lloris,4-3-1-2,Anastasios Sidiropoulos,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,France
12,2021-06-15,21:00,UEFA Euro,Group stage,Tue,Neutral,W,1,0,de Germany,0.3,0.9,39.0,13000.0,Hugo Lloris,4-3-3,Carlos del Cerro,Match Report,,4.0,1.0,25.0,0.0,0.0,13.0,0,0,-0.3,-0.3,7.0,0.0,93.0,11.0,16.0,10.0,62.5,17.0,10.0,7.0,2021,France
